prompt_type,domain,plan_type,num_samples,accuracy_all_valid,all_valid,accuracy_any_valid,any_valid,avg_validity_ratio,std_validity_ratio,number_of_instances,pass_at_k_1,pass_at_k_2,pass_at_k_3,pass_at_k_4,pass_at_k_5,pass_at_k_6,pass_at_k_7,pass_at_k_8,pass_at_k_9,pass_at_k_10
PROMPT_TYPE.IO,blocksworld,basic_plan,30,0.0,0,0.93,186,0.15533333333333332,5.070150074482784,200,0.15533333333333324,0.2848390804597701,0.392768472906404,0.48267451195037403,0.5575277181311664,0.6198127320954907,0.6716087975243147,0.7146567271919595,0.7504145734824895,0.7801038907785534
PROMPT_TYPE.IO,blocksworld,longer_plan,30,0.0,0,0.03,6,0.0021666666666666666,0.4524632888730059,200,0.0021666666666666653,0.004172413793103447,0.006030788177339901,0.00775442437511403,0.009355079786114268,0.010843669740221462,0.01223030258375086,0.013524314765694075,0.014734305923961098,0.015868173971622247
